od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,
22016,156,83,136,77,19,15,p,AM,16.00,1,19.2031,30.8978,19.2031,0.000000,0.000000,0.000000,0.000000,0.000000,
22017,156,84,136,78,19,1,p,AM,3.53,1,25.1065,40.3963,25.1065,0.000000,0.000000,0.000000,0.000000,0.000000,
22018,156,85,136,79,19,9,p,AM,15.52,1,24.2416,39.0047,24.2416,0.000000,0.000000,0.000000,0.000000,0.000000,
22019,156,86,136,80,19,9,p,AM,17.55,1,20.8112,33.4852,20.8112,0.000000,0.000000,0.000000,0.000000,0.000000,
22020,156,87,136,81,19,9,p,AM,31.79,1,17.8806,28.7699,17.8806,0.000000,0.000000,0.000000,0.000000,0.000000,
22021,156,88,136,82,19,9,p,AM,20.15,1,16.6211,26.7433,16.6211,0.000000,0.000000,0.000000,0.000000,0.000000,
22022,156,89,136,83,19,10,p,AM,18.25,1,13.6905,22.0281,13.6906,0.000000,0.000000,0.000000,0.000000,0.000000,
22023,156,90,136,84,19,9,p,AM,4.85,1,23.7271,38.1769,23.7271,0.000000,0.000000,0.000000,0.000000,0.000000,
22024,156,91,136,85,19,9,p,AM,13.98,1,19.5491,31.4545,19.5491,0.000000,0.000000,0.000000,0.000000,0.000000,
22025,156,92,136,86,19,17,p,AM,13.05,1,15.5028,24.9441,15.5028,0.000000,0.000000,0.000000,0.000000,0.000000,
22026,156,93,136,87,19,10,p,AM,15.58,1,23.9119,38.4742,23.9119,0.000000,0.000000,0.000000,0.000000,0.000000,
22027,156,94,136,88,19,10,p,AM,1.83,1,20.9813,33.7589,20.9813,0.000000,0.000000,0.000000,0.000000,0.000000,
22028,156,95,136,89,19,10,p,AM,5.44,1,22.8433,36.7548,22.8433,0.000000,0.000000,0.000000,0.000000,0.000000,
22029,156,96,136,90,19,10,p,AM,1.87,1,19.9763,32.1418,19.9763,0.000000,0.000000,0.000000,0.000000,0.000000,
22030,156,97,136,91,19,11,p,AM,4.97,1,24.4616,39.3587,24.4616,0.000000,0.000000,0.000000,0.000000,0.000000,
22031,156,98,136,92,19,11,p,AM,12.21,1,22.4187,36.0717,22.4187,0.000000,0.000000,0.000000,0.000000,0.000000,
22032,156,99,136,93,19,11,p,AM,1.68,1,28.8728,46.4564,28.8728,0.000000,0.000000,0.000000,0.000000,0.000000,
22033,156,100,136,94,19,11,p,AM,3.49,1,25.7738,41.4701,25.7738,0.000000,0.000000,0.000000,0.000000,0.000000,
22034,156,101,136,95,19,11,p,AM,0.51,1,31.3805,50.4913,31.3805,0.000000,0.000000,0.000000,0.000000,0.000000,
22035,156,102,136,96,19,12,p,AM,3.90,1,25.8329,41.5651,25.8329,0.000000,0.000000,0.000000,0.000000,0.000000,
22036,156,103,136,97,19,12,p,AM,3.62,1,23.0287,37.0532,23.0287,0.000000,0.000000,0.000000,0.000000,0.000000,
22037,156,104,136,98,19,12,p,AM,1.36,1,28.7666,46.2855,28.7666,0.000000,0.000000,0.000000,0.000000,0.000000,
22038,156,106,136,99,19,11,p,AM,0.66,1,31.2550,50.2892,31.2550,0.000000,0.000000,0.000000,0.000000,0.000000,
22039,156,107,136,100,19,11,p,AM,1.17,1,28.7044,46.1853,28.7044,0.000000,0.000000,0.000000,0.000000,0.000000,
22040,156,108,136,101,19,11,p,AM,0.32,1,34.5515,55.5933,34.5515,0.000000,0.000000,0.000000,0.000000,0.000000,
22041,156,109,136,102,19,11,p,AM,0.60,1,31.8177,51.1947,31.8177,0.000000,0.000000,0.000000,0.000000,0.000000,
22042,156,110,136,103,19,13,p,AM,0.18,1,33.2580,53.5121,33.2580,0.000000,0.000000,0.000000,0.000000,0.000000,
22043,156,111,136,104,19,11,p,AM,0.51,1,33.5604,53.9986,33.5604,0.000000,0.000000,0.000000,0.000000,0.000000,
22044,156,112,136,105,19,13,p,AM,0.25,1,36.3086,58.4206,36.3086,0.000000,0.000000,0.000000,0.000000,0.000000,
22045,156,113,136,106,19,13,p,AM,0.67,1,38.4204,61.8185,38.4204,0.000000,0.000000,0.000000,0.000000,0.000000,
22046,156,114,136,107,19,13,p,AM,0.03,1,37.2567,59.9461,37.2567,0.000000,0.000000,0.000000,0.000000,0.000000,
22047,156,115,136,108,19,13,p,AM,0.15,1,40.2463,64.7564,40.2464,0.000000,0.000000,0.000000,0.000000,0.000000,
22048,156,116,136,109,19,14,p,AM,0.14,1,41.8744,67.3759,41.8744,0.000000,0.000000,0.000000,0.000000,0.000000,
22049,156,118,136,110,19,14,p,AM,0.17,1,44.9822,72.3764,44.9822,0.000000,0.000000,0.000000,0.000000,0.000000,
22050,156,121,136,111,19,14,p,AM,0.23,1,39.4826,63.5275,39.4826,0.000000,0.000000,0.000000,0.000000,0.000000,
22051,156,123,136,112,19,14,p,AM,0.17,1,42.4112,68.2397,42.4112,0.000000,0.000000,0.000000,0.000000,0.000000,
22052,156,125,136,113,19,5,p,AM,3.17,1,20.1105,32.3577,20.1105,0.000000,0.000000,0.000000,0.000000,0.000000,
22053,156,127,136,114,19,15,p,AM,7.42,1,17.1190,27.5444,17.1190,0.000000,0.000000,0.000000,0.000000,0.000000,
22054,156,129,136,115,19,5,p,AM,9.64,1,19.5418,31.4428,19.5418,0.000000,0.000000,0.000000,0.000000,0.000000,
22055,156,130,136,116,19,5,p,AM,7.29,1,17.0698,27.4653,17.0698,0.000000,0.000000,0.000000,0.000000,0.000000,
22056,156,131,136,117,19,5,p,AM,18.59,1,16.7332,26.9237,16.7332,0.000000,0.000000,0.000000,0.000000,0.000000,
22057,156,132,136,118,19,15,p,AM,35.85,1,14.2028,22.8523,14.2028,0.000000,0.000000,0.000000,0.000000,0.000000,
22058,156,133,136,119,19,5,p,AM,17.19,1,24.9761,40.1866,24.9761,0.000000,0.000000,0.000000,0.000000,0.000000,
22059,156,134,136,120,19,5,p,AM,15.98,1,22.6955,36.5170,22.6954,0.000000,0.000000,0.000000,0.000000,0.000000,
22060,156,135,136,121,19,7,p,AM,19.51,1,21.9255,35.2781,21.9255,0.000000,0.000000,0.000000,0.000000,0.000000,
22061,156,136,136,122,19,15,p,AM,39.52,1,19.1065,30.7424,19.1065,0.000000,0.000000,0.000000,0.000000,0.000000,
22062,156,137,136,123,19,16,p,AM,23.64,1,14.0056,22.5350,14.0056,0.000000,0.000000,0.000000,0.000000,0.000000,
22063,156,141,136,124,19,15,p,AM,40.85,1,13.6826,22.0152,13.6825,0.000000,0.000000,0.000000,0.000000,0.000000,
22064,156,142,136,125,19,15,p,AM,112.21,1,11.2138,18.0430,11.2138,0.000000,0.000000,0.000000,0.000000,0.000000,
22065,156,143,136,126,19,15,p,AM,76.94,1,10.7545,17.3041,10.7546,0.000000,0.000000,0.000000,0.000000,0.000000,
22066,156,144,136,127,19,16,p,AM,71.13,1,8.2248,13.2337,8.2248,0.000000,0.000000,0.000000,0.000000,0.000000,
22067,156,145,136,128,19,15,p,AM,27.53,1,19.0585,30.6651,19.0585,0.000000,0.000000,0.000000,0.000000,0.000000,
22068,156,146,136,129,19,15,p,AM,43.59,1,16.3074,26.2386,16.3074,0.000000,0.000000,0.000000,0.000000,0.000000,
22069,156,147,136,130,19,15,p,AM,114.94,1,16.0006,25.7450,16.0006,0.000000,0.000000,0.000000,0.000000,0.000000,
22070,156,148,136,131,19,15,p,AM,190.16,1,13.0110,20.9347,13.0110,0.000000,0.000000,0.000000,0.000000,0.000000,
22071,156,149,136,132,19,19,p,AM,249.82,1,7.6430,12.2976,7.6430,0.000000,0.000000,0.000000,0.000000,0.000000,
22072,156,153,136,133,19,16,p,AM,225.78,1,7.6430,12.2975,7.6429,0.000000,0.000000,0.000000,0.000000,0.000000,
22073,156,154,136,134,19,16,p,AM,621.78,1,4.7759,7.6845,4.7760,0.000000,0.000000,0.000000,0.000000,0.000000,
22074,156,155,136,135,19,16,p,AM,193.59,1,4.5982,7.3985,4.5982,0.000000,0.000000,0.000000,0.000000,0.000000,
22075,156,157,136,137,19,15,p,AM,74.68,1,14.5957,23.4844,14.5957,0.000000,0.000000,0.000000,0.000000,0.000000,
22076,156,158,136,138,19,15,p,AM,113.75,1,11.7287,18.8714,11.7287,0.000000,0.000000,0.000000,0.000000,0.000000,
22077,156,159,136,139,19,17,p,AM,107.13,1,10.7625,17.3169,10.7625,0.000000,0.000000,0.000000,0.000000,0.000000,
22078,156,160,136,140,19,17,p,AM,134.06,1,7.8320,12.6017,7.8320,0.000000,0.000000,0.000000,0.000000,0.000000,
22079,156,161,136,141,19,17,p,AM,42.22,1,12.2606,19.7274,12.2607,0.000000,0.000000,0.000000,0.000000,0.000000,
22080,156,170,136,142,19,5,p,AM,1.27,1,31.7275,51.0495,31.7275,0.000000,0.000000,0.000000,0.000000,0.000000,
22081,156,190,136,143,19,19,p,AM,106.11,1,10.5728,17.0117,10.5728,0.000000,0.000000,0.000000,0.000000,0.000000,
22082,156,191,136,144,19,19,p,AM,70.09,1,13.3848,21.5361,13.3848,0.000000,0.000000,0.000000,0.000000,0.000000,
22083,156,210,136,145,19,18,p,AM,0.01,1,58.5887,94.2692,58.5887,0.000000,0.000000,0.000000,0.000000,0.000000,
22084,156,219,136,146,19,18,p,AM,0.07,1,49.3687,79.4342,49.3687,0.000000,0.000000,0.000000,0.000000,0.000000,
22085,156,220,136,147,19,18,p,AM,0.01,1,55.9651,90.0479,55.9651,0.000000,0.000000,0.000000,0.000000,0.000000,
22086,156,221,136,148,19,18,p,AM,0.01,1,47.9438,77.1415,47.9438,0.000000,0.000000,0.000000,0.000000,0.000000,
22087,156,229,136,149,19,18,p,AM,0.16,1,39.9440,64.2700,39.9440,0.000000,0.000000,0.000000,0.000000,0.000000,
22088,156,230,136,150,19,18,p,AM,0.23,1,36.9550,59.4607,36.9550,0.000000,0.000000,0.000000,0.000000,0.000000,
22089,156,231,136,151,19,18,p,AM,0.05,1,44.6785,71.8877,44.6785,0.000000,0.000000,0.000000,0.000000,0.000000,
22090,156,232,136,152,19,18,p,AM,0.08,1,46.4785,74.7839,46.4785,0.000000,0.000000,0.000000,0.000000,0.000000,
22091,156,233,136,153,19,18,p,AM,0.19,1,40.0170,64.3873,40.0170,0.000000,0.000000,0.000000,0.000000,0.000000,
22092,156,267,136,154,19,16,p,AM,85.83,1,7.5287,12.1137,7.5287,0.000000,0.000000,0.000000,0.000000,0.000000,
22093,156,268,136,155,19,19,p,AM,86.97,1,4.6540,7.4883,4.6540,0.000000,0.000000,0.000000,0.000000,0.000000,
22094,156,269,136,156,19,19,p,AM,30.08,1,10.8460,17.4513,10.8460,0.000000,0.000000,0.000000,0.000000,0.000000,
22095,156,279,136,157,19,12,p,AM,3.26,1,18.5369,29.8259,18.5369,0.000000,0.000000,0.000000,0.000000,0.000000,
22096,156,287,136,158,19,20,p,AM,9.96,1,19.3626,31.1544,19.3626,0.000000,0.000000,0.000000,0.000000,0.000000,
22097,156,288,136,159,19,20,p,AM,27.95,1,16.5566,26.6395,16.5566,0.000000,0.000000,0.000000,0.000000,0.000000,
22098,156,356,136,160,19,13,p,AM,6.36,1,41.3163,66.4779,41.3163,0.000000,0.000000,0.000000,0.000000,0.000000,
22099,156,357,136,161,19,21,p,AM,0.10,1,47.2981,76.1027,47.2981,0.000000,0.000000,0.000000,0.000000,0.000000,
22100,156,387,136,167,19,21,p,AM,3.00,1,55.1982,88.8139,55.1982,0.000000,0.000000,0.000000,0.000000,0.000000,
22101,157,1,137,0,15,6,p,AM,0.68,1,30.2692,48.7032,30.2692,0.000000,0.000000,0.000000,0.000000,0.000000,
22102,157,2,137,1,15,6,p,AM,2.52,1,28.3028,45.5392,28.3028,0.000000,0.000000,0.000000,0.000000,0.000000,
22103,157,3,137,2,15,2,p,AM,4.23,1,27.8871,44.8704,27.8871,0.000000,0.000000,0.000000,0.000000,0.000000,
22104,157,4,137,3,15,2,p,AM,4.48,1,25.5748,41.1498,25.5748,0.000000,0.000000,0.000000,0.000000,0.000000,
22105,157,5,137,4,15,2,p,AM,8.32,1,24.7767,39.8657,24.7767,0.000000,0.000000,0.000000,0.000000,0.000000,
22106,157,6,137,5,15,1,p,AM,5.78,1,23.8512,38.3766,23.8512,0.000000,0.000000,0.000000,0.000000,0.000000,
22107,157,7,137,6,15,1,p,AM,5.96,1,22.7744,36.6440,22.7744,0.000000,0.000000,0.000000,0.000000,0.000000,
22108,157,8,137,7,15,8,p,AM,15.62,1,20.7809,33.4365,20.7809,0.000000,0.000000,0.000000,0.000000,0.000000,
22109,157,9,137,8,15,8,p,AM,18.73,1,18.0811,29.0925,18.0811,0.000000,0.000000,0.000000,0.000000,0.000000,
22110,157,10,137,9,15,1,p,AM,17.27,1,20.3217,32.6976,20.3217,0.000000,0.000000,0.000000,0.000000,0.000000,
22111,157,11,137,10,15,1,p,AM,21.84,1,17.9143,28.8242,17.9143,0.000000,0.000000,0.000000,0.000000,0.000000,
22112,157,12,137,11,15,2,p,AM,13.35,1,20.2241,32.5406,20.2241,0.000000,0.000000,0.000000,0.000000,0.000000,
22113,157,13,137,12,15,2,p,AM,31.71,1,17.5461,28.2317,17.5461,0.000000,0.000000,0.000000,0.000000,0.000000,
22114,157,14,137,13,15,2,p,AM,10.93,1,22.9553,36.9351,22.9553,0.000000,0.000000,0.000000,0.000000,0.000000,
22115,157,15,137,14,15,2,p,AM,13.75,1,22.7086,36.5381,22.7086,0.000000,0.000000,0.000000,0.000000,0.000000,
22116,157,16,137,15,15,3,p,AM,37.22,1,20.1804,32.4703,20.1804,0.000000,0.000000,0.000000,0.000000,0.000000,
22117,157,17,137,16,15,3,p,AM,17.71,1,22.5563,36.2931,22.5563,0.000000,0.000000,0.000000,0.000000,0.000000,
22118,157,18,137,17,15,3,p,AM,21.73,1,21.8339,35.1307,21.8339,0.000000,0.000000,0.000000,0.000000,0.000000,
22119,157,19,137,18,15,3,p,AM,8.69,1,20.3497,32.7427,20.3497,0.000000,0.000000,0.000000,0.000000,0.000000,
22120,157,20,137,19,15,3,p,AM,29.78,1,17.1707,27.6277,17.1707,0.000000,0.000000,0.000000,0.000000,0.000000,
22121,157,21,137,20,15,3,p,AM,11.95,1,19.7196,31.7289,19.7196,0.000000,0.000000,0.000000,0.000000,0.000000,
22122,157,22,137,21,15,3,p,AM,7.27,1,19.6539,31.6231,19.6539,0.000000,0.000000,0.000000,0.000000,0.000000,
22123,157,23,137,22,15,3,p,AM,37.82,1,17.3107,27.8529,17.3107,0.000000,0.000000,0.000000,0.000000,0.000000,
22124,157,24,137,23,15,9,p,AM,28.04,1,14.6700,23.6041,14.6700,0.000000,0.000000,0.000000,0.000000,0.000000,
22125,157,25,137,24,15,9,p,AM,50.45,1,11.1669,17.9676,11.1669,0.000000,0.000000,0.000000,0.000000,0.000000,
22126,157,26,137,25,15,9,p,AM,48.47,1,14.2557,22.9374,14.2557,0.000000,0.000000,0.000000,0.000000,0.000000,
22127,157,27,137,26,15,4,p,AM,8.32,1,16.8900,27.1761,16.8900,0.000000,0.000000,0.000000,0.000000,0.000000,
22128,157,28,137,27,15,4,p,AM,13.32,1,20.4749,32.9441,20.4749,0.000000,0.000000,0.000000,0.000000,0.000000,
22129,157,29,137,28,15,4,p,AM,8.86,1,20.4276,32.8680,20.4276,0.000000,0.000000,0.000000,0.000000,0.000000,
22130,157,30,137,29,15,11,p,AM,17.91,1,16.5150,26.5726,16.5150,0.000000,0.000000,0.000000,0.000000,0.000000,
22131,157,31,137,30,15,4,p,AM,3.89,1,19.5485,31.4535,19.5485,0.000000,0.000000,0.000000,0.000000,0.000000,
22132,157,32,137,31,15,11,p,AM,11.12,1,19.9575,32.1117,19.9575,0.000000,0.000000,0.000000,0.000000,0.000000,
22133,157,33,137,32,15,11,p,AM,2.24,1,23.4766,37.7738,23.4766,0.000000,0.000000,0.000000,0.000000,0.000000,
22134,157,34,137,33,15,4,p,AM,6.26,1,23.0082,37.0201,23.0081,0.000000,0.000000,0.000000,0.000000,0.000000,
22135,157,35,137,34,15,4,p,AM,2.64,1,26.6625,42.9000,26.6625,0.000000,0.000000,0.000000,0.000000,0.000000,
22136,157,36,137,35,15,4,p,AM,3.93,1,26.8953,43.2745,26.8953,0.000000,0.000000,0.000000,0.000000,0.000000,
22137,157,37,137,36,15,7,p,AM,34.67,1,18.7181,30.1175,18.7181,0.000000,0.000000,0.000000,0.000000,0.000000,
22138,157,39,137,37,15,5,p,AM,1.00,1,30.9267,49.7611,30.9267,0.000000,0.000000,0.000000,0.000000,0.000000,
22139,157,41,137,38,15,5,p,AM,12.40,1,27.9987,45.0499,27.9987,0.000000,0.000000,0.000000,0.000000,0.000000,
22140,157,42,137,39,15,5,p,AM,0.43,1,29.4553,47.3936,29.4553,0.000000,0.000000,0.000000,0.000000,0.000000,
22141,157,43,137,40,15,18,p,AM,3.71,1,28.1723,45.3291,28.1722,0.000000,0.000000,0.000000,0.000000,0.000000,
22142,157,44,137,41,15,5,p,AM,2.56,1,28.2953,45.5271,28.2953,0.000000,0.000000,0.000000,0.000000,0.000000,
22143,157,45,137,42,15,18,p,AM,2.69,1,25.3053,40.7161,25.3052,0.000000,0.000000,0.000000,0.000000,0.000000,
22144,157,46,137,43,15,5,p,AM,3.42,1,25.2447,40.6187,25.2447,0.000000,0.000000,0.000000,0.000000,0.000000,
22145,157,47,137,44,15,18,p,AM,2.20,1,28.6862,46.1561,28.6862,0.000000,0.000000,0.000000,0.000000,0.000000,
22146,157,48,137,45,15,18,p,AM,7.53,1,28.4084,45.7092,28.4084,0.000000,0.000000,0.000000,0.000000,0.000000,
22147,157,49,137,46,15,6,p,AM,1.59,1,25.7576,41.4439,25.7576,0.000000,0.000000,0.000000,0.000000,0.000000,
22148,157,50,137,47,15,18,p,AM,6.24,1,25.4804,40.9980,25.4804,0.000000,0.000000,0.000000,0.000000,0.000000,
22149,157,51,137,48,15,6,p,AM,0.14,1,31.3598,50.4579,31.3598,0.000000,0.000000,0.000000,0.000000,0.000000,
22150,157,52,137,49,15,6,p,AM,0.45,1,31.0355,49.9361,31.0355,0.000000,0.000000,0.000000,0.000000,0.000000,
22151,157,53,137,50,15,6,p,AM,0.98,1,28.4612,45.7940,28.4612,0.000000,0.000000,0.000000,0.000000,0.000000,
22152,157,56,137,51,15,5,p,AM,1.39,1,28.3479,45.6118,28.3479,0.000000,0.000000,0.000000,0.000000,0.000000,
22153,157,58,137,52,15,5,p,AM,13.46,1,25.1065,40.3964,25.1065,0.000000,0.000000,0.000000,0.000000,0.000000,
22154,157,59,137,53,15,5,p,AM,1.74,1,27.9761,45.0135,27.9761,0.000000,0.000000,0.000000,0.000000,0.000000,
22155,157,60,137,54,15,5,p,AM,3.09,1,22.6055,36.3723,22.6055,0.000000,0.000000,0.000000,0.000000,0.000000,
22156,157,61,137,55,15,5,p,AM,2.28,1,25.4751,40.9894,25.4751,0.000000,0.000000,0.000000,0.000000,0.000000,
22157,157,62,137,56,15,5,p,AM,3.08,1,23.9699,38.5676,23.9700,0.000000,0.000000,0.000000,0.000000,0.000000,
22158,157,63,137,57,15,5,p,AM,7.50,1,22.4300,36.0900,22.4301,0.000000,0.000000,0.000000,0.000000,0.000000,
22159,157,64,137,58,15,5,p,AM,48.06,1,17.8344,28.6956,17.8344,0.000000,0.000000,0.000000,0.000000,0.000000,
22160,157,65,137,59,15,5,p,AM,4.96,1,19.9283,32.0647,19.9283,0.000000,0.000000,0.000000,0.000000,0.000000,
22161,157,66,137,60,15,7,p,AM,9.69,1,22.7792,36.6517,22.7792,0.000000,0.000000,0.000000,0.000000,0.000000,
22162,157,67,137,61,15,7,p,AM,6.04,1,22.5772,36.3268,22.5772,0.000000,0.000000,0.000000,0.000000,0.000000,
22163,157,68,137,62,15,7,p,AM,18.44,1,20.4612,32.9220,20.4612,0.000000,0.000000,0.000000,0.000000,0.000000,
22164,157,69,137,63,15,7,p,AM,28.04,1,20.1975,32.4977,20.1975,0.000000,0.000000,0.000000,0.000000,0.000000,
22165,157,70,137,64,15,6,p,AM,1.02,1,29.9588,48.2038,29.9588,0.000000,0.000000,0.000000,0.000000,0.000000,
22166,157,71,137,65,15,6,p,AM,3.21,1,25.5935,41.1800,25.5935,0.000000,0.000000,0.000000,0.000000,0.000000,
22167,157,72,137,66,15,6,p,AM,3.91,1,28.3176,45.5631,28.3176,0.000000,0.000000,0.000000,0.000000,0.000000,
22168,157,73,137,67,15,6,p,AM,13.51,1,23.5796,37.9396,23.5796,0.000000,0.000000,0.000000,0.000000,0.000000,
22169,157,74,137,68,15,6,p,AM,0.59,1,31.8508,51.2480,31.8508,0.000000,0.000000,0.000000,0.000000,0.000000,
22170,157,75,137,69,15,6,p,AM,0.31,1,30.4042,48.9203,30.4042,0.000000,0.000000,0.000000,0.000000,0.000000,
22171,157,76,137,70,15,7,p,AM,37.50,1,17.0484,27.4309,17.0484,0.000000,0.000000,0.000000,0.000000,0.000000,
22172,157,77,137,71,15,7,p,AM,95.88,1,13.8200,22.2364,13.8200,0.000000,0.000000,0.000000,0.000000,0.000000,
22173,157,78,137,72,15,8,p,AM,46.31,1,16.4695,26.4995,16.4695,0.000000,0.000000,0.000000,0.000000,0.000000,
22174,157,79,137,73,15,8,p,AM,7.76,1,19.7887,31.8400,19.7887,0.000000,0.000000,0.000000,0.000000,0.000000,
22175,157,80,137,74,15,8,p,AM,91.47,1,13.7793,22.1709,13.7793,0.000000,0.000000,0.000000,0.000000,0.000000,
22176,157,81,137,75,15,7,p,AM,157.16,1,10.7694,17.3280,10.7694,0.000000,0.000000,0.000000,0.000000,0.000000,
22177,157,82,137,76,15,9,p,AM,108.14,1,11.1695,17.9717,11.1695,0.000000,0.000000,0.000000,0.000000,0.000000,
22178,157,83,137,77,15,15,p,AM,132.51,1,8.2966,13.3493,8.2966,0.000000,0.000000,0.000000,0.000000,0.000000,
22179,157,84,137,78,15,1,p,AM,23.87,1,16.1883,26.0470,16.1883,0.000000,0.000000,0.000000,0.000000,0.000000,
22180,157,85,137,79,15,9,p,AM,95.15,1,14.2805,22.9773,14.2805,0.000000,0.000000,0.000000,0.000000,0.000000,
22181,157,86,137,80,15,9,p,AM,157.57,1,7.9408,12.7768,7.9408,0.000000,0.000000,0.000000,0.000000,0.000000,
22182,157,87,137,81,15,9,p,AM,350.81,1,5.0103,8.0616,5.0103,0.000000,0.000000,0.000000,0.000000,0.000000,
22183,157,88,137,82,15,9,p,AM,81.09,1,10.3316,16.6235,10.3316,0.000000,0.000000,0.000000,0.000000,0.000000,
22184,157,89,137,83,15,10,p,AM,68.33,1,7.4011,11.9083,7.4010,0.000000,0.000000,0.000000,0.000000,0.000000,
22185,157,90,137,84,15,9,p,AM,27.82,1,10.8567,17.4685,10.8567,0.000000,0.000000,0.000000,0.000000,0.000000,
22186,157,91,137,85,15,9,p,AM,58.14,1,13.2596,21.3347,13.2596,0.000000,0.000000,0.000000,0.000000,0.000000,
22187,157,92,137,86,15,17,p,AM,20.76,1,11.1837,17.9946,11.1837,0.000000,0.000000,0.000000,0.000000,0.000000,
22188,157,93,137,87,15,10,p,AM,60.97,1,13.2621,21.3388,13.2621,0.000000,0.000000,0.000000,0.000000,0.000000,
22189,157,94,137,88,15,10,p,AM,7.65,1,10.3316,16.6235,10.3316,0.000000,0.000000,0.000000,0.000000,0.000000,
22190,157,95,137,89,15,10,p,AM,15.71,1,16.3127,26.2472,16.3127,0.000000,0.000000,0.000000,0.000000,0.000000,
22191,157,96,137,90,15,10,p,AM,6.60,1,13.2621,21.3388,13.2621,0.000000,0.000000,0.000000,0.000000,0.000000,
22192,157,97,137,91,15,11,p,AM,24.15,1,18.1721,29.2389,18.1721,0.000000,0.000000,0.000000,0.000000,0.000000,
22193,157,98,137,92,15,11,p,AM,54.96,1,16.1292,25.9519,16.1292,0.000000,0.000000,0.000000,0.000000,0.000000,
22194,157,99,137,93,15,11,p,AM,8.18,1,23.1066,37.1785,23.1066,0.000000,0.000000,0.000000,0.000000,0.000000,
22195,157,100,137,94,15,11,p,AM,15.78,1,19.1188,30.7621,19.1188,0.000000,0.000000,0.000000,0.000000,0.000000,
22196,157,101,137,95,15,11,p,AM,2.57,1,23.5056,37.8204,23.5056,0.000000,0.000000,0.000000,0.000000,0.000000,
22197,157,102,137,96,15,12,p,AM,9.13,1,19.3024,31.0575,19.3024,0.000000,0.000000,0.000000,0.000000,0.000000,
22198,157,103,137,97,15,12,p,AM,11.36,1,16.3146,26.2501,16.3146,0.000000,0.000000,0.000000,0.000000,0.000000,
22199,157,104,137,98,15,12,p,AM,2.34,1,22.2361,35.7778,22.2361,0.000000,0.000000,0.000000,0.000000,0.000000,
22200,157,106,137,99,15,11,p,AM,2.96,1,25.4887,41.0113,25.4887,0.000000,0.000000,0.000000,0.000000,0.000000,
22201,157,107,137,100,15,11,p,AM,4.38,1,22.0493,35.4774,22.0493,0.000000,0.000000,0.000000,0.000000,0.000000,
22202,157,108,137,101,15,11,p,AM,0.96,1,29.1620,46.9216,29.1620,0.000000,0.000000,0.000000,0.000000,0.000000,
22203,157,109,137,102,15,11,p,AM,1.70,1,25.1627,40.4868,25.1627,0.000000,0.000000,0.000000,0.000000,0.000000,
22204,157,110,137,103,15,13,p,AM,0.55,1,26.9685,43.3923,26.9685,0.000000,0.000000,0.000000,0.000000,0.000000,
22205,157,111,137,104,15,11,p,AM,1.56,1,27.8857,44.8680,27.8856,0.000000,0.000000,0.000000,0.000000,0.000000,
22206,157,112,137,105,15,13,p,AM,2.90,1,30.0191,48.3008,30.0191,0.000000,0.000000,0.000000,0.000000,0.000000,
22207,157,113,137,106,15,13,p,AM,3.44,1,25.3179,40.7364,25.3179,0.000000,0.000000,0.000000,0.000000,0.000000,
22208,157,114,137,107,15,13,p,AM,0.10,1,30.9672,49.8263,30.9672,0.000000,0.000000,0.000000,0.000000,0.000000,
22209,157,115,137,108,15,13,p,AM,0.55,1,33.9569,54.6366,33.9569,0.000000,0.000000,0.000000,0.000000,0.000000,
22210,157,116,137,109,15,14,p,AM,0.48,1,30.3094,48.7677,30.3094,0.000000,0.000000,0.000000,0.000000,0.000000,
22211,157,118,137,110,15,14,p,AM,0.58,1,33.4172,53.7682,33.4172,0.000000,0.000000,0.000000,0.000000,0.000000,
22212,157,121,137,111,15,14,p,AM,0.84,1,26.3800,42.4454,26.3800,0.000000,0.000000,0.000000,0.000000,0.000000,
22213,157,123,137,112,15,14,p,AM,2.62,1,29.3087,47.1576,29.3087,0.000000,0.000000,0.000000,0.000000,0.000000,
22214,157,125,137,113,15,5,p,AM,0.43,1,25.2295,40.5942,25.2294,0.000000,0.000000,0.000000,0.000000,0.000000,
22215,157,127,137,114,15,15,p,AM,2.01,1,22.4240,36.0801,22.4239,0.000000,0.000000,0.000000,0.000000,0.000000,
22216,157,129,137,115,15,5,p,AM,11.20,1,19.4921,31.3628,19.4921,0.000000,0.000000,0.000000,0.000000,0.000000,
22217,157,130,137,116,15,5,p,AM,7.18,1,22.2398,35.7839,22.2398,0.000000,0.000000,0.000000,0.000000,0.000000,
22218,157,131,137,117,15,5,p,AM,18.15,1,16.6835,26.8437,16.6835,0.000000,0.000000,0.000000,0.000000,0.000000,
22219,157,132,137,118,15,15,p,AM,13.98,1,19.5563,31.4661,19.5563,0.000000,0.000000,0.000000,0.000000,0.000000,
22220,157,133,137,119,15,5,p,AM,63.75,1,14.7838,23.7871,14.7838,0.000000,0.000000,0.000000,0.000000,0.000000,
22221,157,134,137,120,15,5,p,AM,19.44,1,16.9997,27.3525,16.9997,0.000000,0.000000,0.000000,0.000000,0.000000,
22222,157,135,137,121,15,7,p,AM,102.69,1,11.7332,18.8787,11.7332,0.000000,0.000000,0.000000,0.000000,0.000000,
